schema_namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,c901a396-fc7c-4e98-8245-d1ebdaf795b1,Probability Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",834ff803-e69d-4748-9a7b-86ec166dd046,T1.Q1,Does the text make any claims with great confidence? Highlight the relevant part.,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,234ad83d-cd43-4b6b-9bf1-66185614d37e,T1.Q1.A1,Yes,T1.Q2,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,c901a396-fc7c-4e98-8245-d1ebdaf795b1,Probability Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",834ff803-e69d-4748-9a7b-86ec166dd046,T1.Q1,Does the text make any claims with great confidence? Highlight the relevant part.,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,e244255e-37f0-4418-b8a8-221ecb2f60f6,T1.Q1.A2,Maybe,T1.Q2,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,c901a396-fc7c-4e98-8245-d1ebdaf795b1,Probability Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",834ff803-e69d-4748-9a7b-86ec166dd046,T1.Q1,Does the text make any claims with great confidence? Highlight the relevant part.,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,69f3fb88-edd7-4c01-bd2c-b165743c682e,T1.Q1.A3,No,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,c901a396-fc7c-4e98-8245-d1ebdaf795b1,Probability Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",1f2cf1b4-7984-43d5-a266-b8739c460097,T1.Q2,To what extent does the confidence seem justified?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,d6431e5d-3ed8-4c14-b28f-576c86bdc4fc,T1.Q2.A1,Completely justified,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,c901a396-fc7c-4e98-8245-d1ebdaf795b1,Probability Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",1f2cf1b4-7984-43d5-a266-b8739c460097,T1.Q2,To what extent does the confidence seem justified?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,5b18caac-a3ac-4f1c-acdd-9c8354d9fb0e,T1.Q2.A2,Mostly justified,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,c901a396-fc7c-4e98-8245-d1ebdaf795b1,Probability Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",1f2cf1b4-7984-43d5-a266-b8739c460097,T1.Q2,To what extent does the confidence seem justified?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,e1c45989-f0aa-4490-bd2b-0836b199bc34,T1.Q2.A3,Somewhat justified,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,c901a396-fc7c-4e98-8245-d1ebdaf795b1,Probability Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",1f2cf1b4-7984-43d5-a266-b8739c460097,T1.Q2,To what extent does the confidence seem justified?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,77fce664-a12c-448d-aac1-5b9715269aea,T1.Q2.A4,Slightly justified,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,c901a396-fc7c-4e98-8245-d1ebdaf795b1,Probability Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",1f2cf1b4-7984-43d5-a266-b8739c460097,T1.Q2,To what extent does the confidence seem justified?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,dba6ec02-fc9e-4eab-b1d2-0da0683ec457,T1.Q2.A5,Not at all justified,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,c901a396-fc7c-4e98-8245-d1ebdaf795b1,Probability Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",fd04e5aa-da49-4b37-bde0-0f418312cc60,T1.Q5,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,04b89d30-90b4-4fdb-8f08-6090803c9814,T1.Q5.A1,"Yes, explicitly",,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,c901a396-fc7c-4e98-8245-d1ebdaf795b1,Probability Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",fd04e5aa-da49-4b37-bde0-0f418312cc60,T1.Q5,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,cd83a115-8c9e-45e2-bcf4-79cabe512af7,T1.Q5.A2,"Yes, implicitly",,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
