article_num,article_sha256,task_uuid,schema_namespace,question_Number,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,odds_by_chance,binary_odds_by_chance,num_users,num_answer_choices,target_text,question_text,answer_content
100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,f26b2184-daa2-4c1d-aebc-8b946fff44f9,Language Specialist V3,1,checklist,L,0.25,0.75,L,L,L,0.125,0.5,0.5,4,13,L,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",L
100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,f26b2184-daa2-4c1d-aebc-8b946fff44f9,Language Specialist V3,1,checklist,2,0.75,0.25,"[2942, 2943, 2944, 2945, 2946, 2947, 2948, 2949, 2950, 2951, 2952, 2953, 2954, 2955, 2956, 2957]",1.0,1.0,0.875,0.5,0.5,4,13,It’s no surprise,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",Exaggeration
100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,f26b2184-daa2-4c1d-aebc-8b946fff44f9,Language Specialist V3,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,4,13,L,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",L
100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,f26b2184-daa2-4c1d-aebc-8b946fff44f9,Language Specialist V3,1,checklist,L,0.25,0.75,L,L,L,0.125,0.5,0.5,4,13,L,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",L
100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,f26b2184-daa2-4c1d-aebc-8b946fff44f9,Language Specialist V3,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,4,13,L,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",L
100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,f26b2184-daa2-4c1d-aebc-8b946fff44f9,Language Specialist V3,1,checklist,6,0.75,0.25,"[2942, 2943, 2944, 2945, 2946, 2947, 2948, 2949, 2950, 2951, 2952, 2953, 2954, 2955, 2956, 2957, 6233, 6234, 6235, 6236, 6237, 6238, 6239, 6240, 6241, 6242, 6243, 6244, 6245, 6246, 6247, 6248, 6249, 6250, 6251, 6252, 6253, 6254, 6255, 6256, 6257, 6258, 6259, 6260]",1.0,1.0,0.875,0.5,0.5,4,13,It’s no surprise//when you’re playing the odds,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",Slang
100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,f26b2184-daa2-4c1d-aebc-8b946fff44f9,Language Specialist V3,1,checklist,L,0.25,0.75,L,L,L,0.125,0.5,0.5,4,13,L,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",L
100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,f26b2184-daa2-4c1d-aebc-8b946fff44f9,Language Specialist V3,1,checklist,M,0.5,0.5,M,M,M,0.25,0.5,0.5,4,13,M,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",M
100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,f26b2184-daa2-4c1d-aebc-8b946fff44f9,Language Specialist V3,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,4,13,L,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",L
100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,f26b2184-daa2-4c1d-aebc-8b946fff44f9,Language Specialist V3,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,4,13,L,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",L
100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,f26b2184-daa2-4c1d-aebc-8b946fff44f9,Language Specialist V3,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,4,13,L,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",L
100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,f26b2184-daa2-4c1d-aebc-8b946fff44f9,Language Specialist V3,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,4,13,L,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",L
100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,f26b2184-daa2-4c1d-aebc-8b946fff44f9,Language Specialist V3,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,4,13,L,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",L
