schema_namespace,schema_sha256,topic_uuid,topic_name,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,nohighlight,optionalhighlight,answer_options
Pilot_Evidence_2018_10_11,6fb1576bd66843c2e1017b8e524566091c53b017ce0371ab39fb9fbce90c6fa5,db6cd34f-68fb-48f5-8f12-9cc922c6ad4b,Evidence Specialist 3,15f1d6ee-acce-4c43-8d11-82ae9249eba2,T1.Q1,Is a causal claim made? Highlight the section(s) that supports your answer.,CHECKBOX,NONE,,{},3,b800bc38-6047-4ff3-a452-a1822da75296,T1.Q1.A1,"Yes: General Causal Claim (i.e., in general, X causes Y)","T1.Q2, T1.Q4",0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Evidence_2018_10_11,6fb1576bd66843c2e1017b8e524566091c53b017ce0371ab39fb9fbce90c6fa5,db6cd34f-68fb-48f5-8f12-9cc922c6ad4b,Evidence Specialist 3,15f1d6ee-acce-4c43-8d11-82ae9249eba2,T1.Q1,Is a causal claim made? Highlight the section(s) that supports your answer.,CHECKBOX,NONE,,{},3,0c3314a1-42bb-4d10-9ab3-7dbd7ebeb864,T1.Q1.A2,"Yes: Singular Causal Claim (i.e., in this particular case, A caused/is causing B)","T1.Q2, T1.Q4",0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Evidence_2018_10_11,6fb1576bd66843c2e1017b8e524566091c53b017ce0371ab39fb9fbce90c6fa5,db6cd34f-68fb-48f5-8f12-9cc922c6ad4b,Evidence Specialist 3,15f1d6ee-acce-4c43-8d11-82ae9249eba2,T1.Q1,Is a causal claim made? Highlight the section(s) that supports your answer.,CHECKBOX,NONE,,{},3,09656ede-a2b3-4884-855d-d7629c283bd5,T1.Q1.A3,No causal claim made,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Evidence_2018_10_11,6fb1576bd66843c2e1017b8e524566091c53b017ce0371ab39fb9fbce90c6fa5,db6cd34f-68fb-48f5-8f12-9cc922c6ad4b,Evidence Specialist 3,ee445b9f-7a25-4a15-894a-eb67c232bcb9,T1.Q2,What evidence is given for the primary causal claim? Select all that apply.,CHECKBOX,NONE,"T1.Q8, T1.Q9",{},9,3be29847-7a02-487f-8caa-9505959a8ea2,T1.Q2.A1,Correlation,T1.Q5,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Evidence_2018_10_11,6fb1576bd66843c2e1017b8e524566091c53b017ce0371ab39fb9fbce90c6fa5,db6cd34f-68fb-48f5-8f12-9cc922c6ad4b,Evidence Specialist 3,ee445b9f-7a25-4a15-894a-eb67c232bcb9,T1.Q2,What evidence is given for the primary causal claim? Select all that apply.,CHECKBOX,NONE,"T1.Q8, T1.Q9",{},9,b506ddee-4a1e-4236-b596-7d261ae234b6,T1.Q2.A2,Cause precedes effect,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Evidence_2018_10_11,6fb1576bd66843c2e1017b8e524566091c53b017ce0371ab39fb9fbce90c6fa5,db6cd34f-68fb-48f5-8f12-9cc922c6ad4b,Evidence Specialist 3,ee445b9f-7a25-4a15-894a-eb67c232bcb9,T1.Q2,What evidence is given for the primary causal claim? Select all that apply.,CHECKBOX,NONE,"T1.Q8, T1.Q9",{},9,f89dcbd5-4537-4bcc-ac3f-c1f12adfede7,T1.Q2.A3,The correlation appears across multiple independent contexts,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Evidence_2018_10_11,6fb1576bd66843c2e1017b8e524566091c53b017ce0371ab39fb9fbce90c6fa5,db6cd34f-68fb-48f5-8f12-9cc922c6ad4b,Evidence Specialist 3,ee445b9f-7a25-4a15-894a-eb67c232bcb9,T1.Q2,What evidence is given for the primary causal claim? Select all that apply.,CHECKBOX,NONE,"T1.Q8, T1.Q9",{},9,24b71e1d-66f9-45cc-b38b-c6ffcc933939,T1.Q2.A4,A plausible mechanism is proposed,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Evidence_2018_10_11,6fb1576bd66843c2e1017b8e524566091c53b017ce0371ab39fb9fbce90c6fa5,db6cd34f-68fb-48f5-8f12-9cc922c6ad4b,Evidence Specialist 3,ee445b9f-7a25-4a15-894a-eb67c232bcb9,T1.Q2,What evidence is given for the primary causal claim? Select all that apply.,CHECKBOX,NONE,"T1.Q8, T1.Q9",{},9,1c7c3b4c-ac67-45ff-8a16-f30ba0cfeb4b,T1.Q2.A5,"An experimental study was conducted (natural experiments OK, including before/after comparison)",T1.Q5,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Evidence_2018_10_11,6fb1576bd66843c2e1017b8e524566091c53b017ce0371ab39fb9fbce90c6fa5,db6cd34f-68fb-48f5-8f12-9cc922c6ad4b,Evidence Specialist 3,ee445b9f-7a25-4a15-894a-eb67c232bcb9,T1.Q2,What evidence is given for the primary causal claim? Select all that apply.,CHECKBOX,NONE,"T1.Q8, T1.Q9",{},9,93fbff98-232e-4b85-85f5-a31a6fcf3e23,T1.Q2.A6,There is a clear dose-response curve,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Evidence_2018_10_11,6fb1576bd66843c2e1017b8e524566091c53b017ce0371ab39fb9fbce90c6fa5,db6cd34f-68fb-48f5-8f12-9cc922c6ad4b,Evidence Specialist 3,ee445b9f-7a25-4a15-894a-eb67c232bcb9,T1.Q2,What evidence is given for the primary causal claim? Select all that apply.,CHECKBOX,NONE,"T1.Q8, T1.Q9",{},9,0384c2c0-a136-495b-a8a9-c40a7f1e23d7,T1.Q2.A7,Experts are cited,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
