,article_num,article_sha256,task_uuid,schema_namespace,question_Number,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,odds_by_chance,binary_odds_by_chance,num_users,num_answer_choices,target_text,question_text,answer_content
0,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,46ff2a63-1238-4aad-b706-b49b40a84ed5,Source relevance,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,2,9,L,"If they are present, highlight each of the following elements in the bold text to the left.",L
1,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,46ff2a63-1238-4aad-b706-b49b40a84ed5,Source relevance,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,2,9,L,"If they are present, highlight each of the following elements in the bold text to the left.",L
2,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,46ff2a63-1238-4aad-b706-b49b40a84ed5,Source relevance,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,2,9,L,"If they are present, highlight each of the following elements in the bold text to the left.",L
3,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,46ff2a63-1238-4aad-b706-b49b40a84ed5,Source relevance,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,2,9,L,"If they are present, highlight each of the following elements in the bold text to the left.",L
4,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,46ff2a63-1238-4aad-b706-b49b40a84ed5,Source relevance,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,2,9,L,"If they are present, highlight each of the following elements in the bold text to the left.",L
5,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,46ff2a63-1238-4aad-b706-b49b40a84ed5,Source relevance,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,2,9,L,"If they are present, highlight each of the following elements in the bold text to the left.",L
6,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,46ff2a63-1238-4aad-b706-b49b40a84ed5,Source relevance,1,checklist,M,0.5,0.5,M,M,M,0.25,0.5,0.5,2,9,M,"If they are present, highlight each of the following elements in the bold text to the left.",M
7,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,46ff2a63-1238-4aad-b706-b49b40a84ed5,Source relevance,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,2,9,L,"If they are present, highlight each of the following elements in the bold text to the left.",L
8,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,46ff2a63-1238-4aad-b706-b49b40a84ed5,Source relevance,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,2,9,L,"If they are present, highlight each of the following elements in the bold text to the left.",L
9,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,46ff2a63-1238-4aad-b706-b49b40a84ed5,Source relevance,2,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,2,2,L,"Using the highlight options below, indicate which portions of the bolded text to the left are direct quotes and which are paraphrases.",L
