schema_namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,84271703-4e76-406d-b86f-863fa81b62aa,Reasoning Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",2dbad7c9-09dc-4c9b-b756-257c0b00a8a6,T1.Q1,Does the passage contain... (check all that apply):,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,948febb2-cd76-41ea-8197-1a864bc5715e,T1.Q1.A1,"Estimates of the likelihood/probability or frequency of an event (past, present, or future)",T1.Q2,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,84271703-4e76-406d-b86f-863fa81b62aa,Reasoning Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",2dbad7c9-09dc-4c9b-b756-257c0b00a8a6,T1.Q1,Does the passage contain... (check all that apply):,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,a3d7ad1c-1637-4cf8-904a-541a3dd4ed24,T1.Q1.A2,An evaluative judgment (claims about something being good or bad),T1.Q3,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,84271703-4e76-406d-b86f-863fa81b62aa,Reasoning Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",2dbad7c9-09dc-4c9b-b756-257c0b00a8a6,T1.Q1,Does the passage contain... (check all that apply):,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,62f60259-575b-464c-abc2-2d86d1b04d01,T1.Q1.A3,Misleading reasoning,T1.Q6,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,84271703-4e76-406d-b86f-863fa81b62aa,Reasoning Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",2dbad7c9-09dc-4c9b-b756-257c0b00a8a6,T1.Q1,Does the passage contain... (check all that apply):,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,6074f1ef-1ae6-4398-93c2-b6c2243ccf7c,T1.Q1.A4,An effective critique of a reasoning error made by someone else,,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,84271703-4e76-406d-b86f-863fa81b62aa,Reasoning Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",2dbad7c9-09dc-4c9b-b756-257c0b00a8a6,T1.Q1,Does the passage contain... (check all that apply):,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,70b43066-c1d4-4b85-935e-62ba5be15578,T1.Q1.A5,Arguments or quotes from both sides,,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,84271703-4e76-406d-b86f-863fa81b62aa,Reasoning Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",2dbad7c9-09dc-4c9b-b756-257c0b00a8a6,T1.Q1,Does the passage contain... (check all that apply):,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,dbc1959f-22a2-4a14-afe9-7b470563fc14,T1.Q1.A6,None of the above,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,84271703-4e76-406d-b86f-863fa81b62aa,Reasoning Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",190af471-d0a8-4944-80d3-aa274a7770d1,T1.Q2,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,f2d12dc7-de38-4359-908e-ed55164b14b5,T1.Q2.A1,Availability Heuristic,T1.Q7,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,84271703-4e76-406d-b86f-863fa81b62aa,Reasoning Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",190af471-d0a8-4944-80d3-aa274a7770d1,T1.Q2,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,3e53c1b8-c273-4455-8322-1f58b90b9137,T1.Q2.A2,Stereotyping,T1.Q7,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,84271703-4e76-406d-b86f-863fa81b62aa,Reasoning Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",190af471-d0a8-4944-80d3-aa274a7770d1,T1.Q2,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,a7b68d4f-e59d-4a7d-95ec-d028b0759e3b,T1.Q2.A3,Hindsight Bias,T1.Q7,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,84271703-4e76-406d-b86f-863fa81b62aa,Reasoning Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",190af471-d0a8-4944-80d3-aa274a7770d1,T1.Q2,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,f9bfd24b-3d6d-47b7-977c-f0853aabc7ba,T1.Q2.A4,Gambler's Fallacy,T1.Q7,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
