article_num,article_sha256,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,18e3f610-97c0-4f07-9485-c21d67349f1d,d22f4300-d0e6-4eae-8f4e-5153463b9548,Reasoning Specialist V4,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,18e3f610-97c0-4f07-9485-c21d67349f1d,d22f4300-d0e6-4eae-8f4e-5153463b9548,Reasoning Specialist V4,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,18e3f610-97c0-4f07-9485-c21d67349f1d,d22f4300-d0e6-4eae-8f4e-5153463b9548,Reasoning Specialist V4,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,18e3f610-97c0-4f07-9485-c21d67349f1d,d22f4300-d0e6-4eae-8f4e-5153463b9548,Reasoning Specialist V4,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,18e3f610-97c0-4f07-9485-c21d67349f1d,d22f4300-d0e6-4eae-8f4e-5153463b9548,Reasoning Specialist V4,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,18e3f610-97c0-4f07-9485-c21d67349f1d,d22f4300-d0e6-4eae-8f4e-5153463b9548,Reasoning Specialist V4,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,1,85970770-0c99-4d22-982c-3a758f963ef7,checklist,6,1.0,0.0,"[6777, 6778, 6779, 6780, 6781, 6782]",0.12144442606010841,0.05898460627590285,0.5607222130300542,3,6,wanted,Does the passage contain... (check all that apply):,None of the above
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,18e3f610-97c0-4f07-9485-c21d67349f1d,d22f4300-d0e6-4eae-8f4e-5153463b9548,Reasoning Specialist V4,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,9,42a1da30-1195-454c-92f6-d7415c5df12e,ordinal,1,0.7513670936879286,0.7513670936879286,[],NA,NA,0.7513670936879286,3,10,NA,"How difficult was this task for you, on the whole?",1: Easier than anything I've ever done in a classroom setting
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,18e3f610-97c0-4f07-9485-c21d67349f1d,d22f4300-d0e6-4eae-8f4e-5153463b9548,Reasoning Specialist V4,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,10,d11cedf5-2faa-458b-a6d6-8d942a397db5,ordinal,1,0.8928277605695238,0.8928277605695238,[],NA,NA,0.8928277605695238,3,10,NA,"How confident are you about your answers, on the whole?",1: I was guessing randomly for everything
100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,254732b6-466a-4dcf-9d9c-38d230bed99e,76905bd8-272e-4a50-b1cb-c79b7864169e,Reasoning Specialist V4,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,1,0,checklist,M,0.3333333333333333,0.6666666666666667,M,M,M,0.16666666666666666,3,6,M,Does the passage contain... (check all that apply):,M
100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,254732b6-466a-4dcf-9d9c-38d230bed99e,76905bd8-272e-4a50-b1cb-c79b7864169e,Reasoning Specialist V4,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,1,0,checklist,M,0.3333333333333333,0.6666666666666667,M,M,M,0.16666666666666666,3,6,M,Does the passage contain... (check all that apply):,M
