,article_num,article_sha256,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed
0,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,18e3f610-97c0-4f07-9485-c21d67349f1d,d22f4300-d0e6-4eae-8f4e-5153463b9548,Reasoning Specialist V4,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
130,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8ec48734-f155-434c-b9d4-320494754782,d3b4cb18-4306-4d80-b1d5-aa36a5ede9e3,Reasoning Specialist V4,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,3,0,checklist,L,0.0,1.0,L,L,L,0.0,13,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
129,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8ec48734-f155-434c-b9d4-320494754782,d3b4cb18-4306-4d80-b1d5-aa36a5ede9e3,Reasoning Specialist V4,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,3,0,checklist,L,0.0,1.0,L,L,L,0.0,13,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
128,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8ec48734-f155-434c-b9d4-320494754782,d3b4cb18-4306-4d80-b1d5-aa36a5ede9e3,Reasoning Specialist V4,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,3,0,checklist,L,0.0,1.0,L,L,L,0.0,13,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
127,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8ec48734-f155-434c-b9d4-320494754782,d3b4cb18-4306-4d80-b1d5-aa36a5ede9e3,Reasoning Specialist V4,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,3,0,checklist,L,0.0,1.0,L,L,L,0.0,13,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
92,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,69a7acc6-3c65-4d70-b3f7-ccb4c19460f8,58d33a1a-04b2-4758-84f3-620eae72a03f,Reasoning Specialist V4,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,2,0,checklist,L,0.0,1.0,L,L,L,0.0,5,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
93,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,69a7acc6-3c65-4d70-b3f7-ccb4c19460f8,58d33a1a-04b2-4758-84f3-620eae72a03f,Reasoning Specialist V4,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,2,c9c389a9-201c-4bb8-ada1-a4bc4358e8ab,checklist,6,1.0,0.0,"[2057.0, 2058.0, 2059.0, 2060.0, 2061.0, 2062.0, 2063.0, 2064.0, 2065.0, 2066.0, 2067.0, 2068.0, 2069.0, 2070.0, 2071.0, 2072.0, 2073.0, 2074.0, 2075.0, 2076.0, 2077.0, 2078.0, 2079.0, 2080.0, 2081.0, 2082.0, 2083.0, 2084.0, 2085.0, 2086.0, 2087.0, 2088.0, 2089.0]",0.883922003386156,0.883922003386156,1.0,5,6,,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,No misleading reasoning about probability or frequency,True
91,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,69a7acc6-3c65-4d70-b3f7-ccb4c19460f8,58d33a1a-04b2-4758-84f3-620eae72a03f,Reasoning Specialist V4,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,2,0,checklist,L,0.0,1.0,L,L,L,0.0,5,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
90,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,69a7acc6-3c65-4d70-b3f7-ccb4c19460f8,58d33a1a-04b2-4758-84f3-620eae72a03f,Reasoning Specialist V4,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,2,0,checklist,L,0.0,1.0,L,L,L,0.0,5,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
131,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8ec48734-f155-434c-b9d4-320494754782,d3b4cb18-4306-4d80-b1d5-aa36a5ede9e3,Reasoning Specialist V4,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,3,0,checklist,L,0.0,1.0,L,L,L,0.0,13,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
