schema_namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,5f70cbd0-653e-4c44-a249-54fc238cd97f,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",df95a913-c486-4663-ab05-b2c6093c7cf9,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",13,63887886-39f8-4277-8be6-095af7c17825,T1.Q1.A1,Metaphorical Language,T1.Q2,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,5f70cbd0-653e-4c44-a249-54fc238cd97f,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",df95a913-c486-4663-ab05-b2c6093c7cf9,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",13,c2b5506a-0062-4724-9ab9-1c7e46e0dda9,T1.Q1.A2,Exaggeration,T1.Q3,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,5f70cbd0-653e-4c44-a249-54fc238cd97f,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",df95a913-c486-4663-ab05-b2c6093c7cf9,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",13,ec25a8c7-3376-404e-b15f-7f65229ea39f,T1.Q1.A3,Scandal,,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,5f70cbd0-653e-4c44-a249-54fc238cd97f,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",df95a913-c486-4663-ab05-b2c6093c7cf9,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",13,59274664-d61e-48f6-b870-a3f24ea74548,T1.Q1.A4,Emotional tone (including expletives),"T1.Q5, T1.Q6",1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,5f70cbd0-653e-4c44-a249-54fc238cd97f,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",df95a913-c486-4663-ab05-b2c6093c7cf9,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",13,8334b531-5e7f-489b-85a9-4eb942eea67c,T1.Q1.A5,Shock or surprise,,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,5f70cbd0-653e-4c44-a249-54fc238cd97f,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",df95a913-c486-4663-ab05-b2c6093c7cf9,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",13,2f888961-c3fe-4e4e-937d-03fa3af5df6c,T1.Q1.A6,Slang,"T1.Q9, T1.Q10",1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,5f70cbd0-653e-4c44-a249-54fc238cd97f,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",df95a913-c486-4663-ab05-b2c6093c7cf9,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",13,79e3ccde-1cb4-4f63-95cf-a7bb6e9009f0,T1.Q1.A7,Typos,T1.Q11,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,5f70cbd0-653e-4c44-a249-54fc238cd97f,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",df95a913-c486-4663-ab05-b2c6093c7cf9,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",13,d822099d-9a11-4558-9d64-8b8ae368614a,T1.Q1.A8,Bad grammar,T1.Q11,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,5f70cbd0-653e-4c44-a249-54fc238cd97f,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",df95a913-c486-4663-ab05-b2c6093c7cf9,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",13,f1da3f54-52ea-4c9d-88c1-0d00a70a50ad,T1.Q1.A9,Misleading or confusing sentence structure,T1.Q11,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,5f70cbd0-653e-4c44-a249-54fc238cd97f,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",df95a913-c486-4663-ab05-b2c6093c7cf9,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",13,afd1cc09-fc2e-4b01-b05a-271eb2d4ade7,T1.Q1.A10,Other unnecessary or misleading coloring of language,T1.Q13,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
